STEP,LAPV,TENG,LAPM,prevF,nextF,MV_STEP,ratio,trend,IMG_PATH,due
6,115.51226,7906.03588,1.99056,325.16585,45.0844,-3,0.35524105621792695,down,/home/pi/arducam/album/IMG_1588320221.png,big
7,45.0844,5383.70892,1.52563,115.51226,24.91879,-4,0.3902996963266064,down,/home/pi/arducam/album/IMG_1588320222.png,big
8,24.91879,4095.43043,1.3066,45.0844,17.49449,-5,0.5527142426205073,down,/home/pi/arducam/album/IMG_1588320224.png,big
9,17.49449,3340.20458,1.20203,24.91879,14.92629,-6,0.702060172263581,down,/home/pi/arducam/album/IMG_1588320226.png,big
10,14.92629,3005.60767,1.14717,17.49449,14.92629,-7,0.8531994930975411,down,/home/pi/arducam/album/IMG_1588320228.png,big
1,1158.3553,21047.30956,4.18278,1158.3553,1155.37383,0,0,up,/home/pi/arducam/album/IMG_1588320267.png,small
2,1155.37383,21000.58482,4.22679,1158.3553,1152.38801,-1,0.997426117875923,down,/home/pi/arducam/album/IMG_1588320269.png,small
3,1152.38801,20964.01125,4.22514,1155.37383,1116.65032,-2,0.997415710895927,down,/home/pi/arducam/album/IMG_1588320271.png,small
4,1116.65032,20962.08627,4.18715,1152.38801,413.76677,-3,0.9689881448870681,down,/home/pi/arducam/album/IMG_1588320273.png,big
5,413.76677,15196.95394,3.09456,1116.65032,116.76141,-4,0.37054283027474527,down,/home/pi/arducam/album/IMG_1588320275.png,big
6,116.76141,9307.96372,2.06242,413.76677,50.0486,-5,0.28219136592336785,down,/home/pi/arducam/album/IMG_1588320276.png,big
7,50.0486,6332.289,1.60723,116.76141,28.5342,-6,0.4286399076544211,down,/home/pi/arducam/album/IMG_1588320278.png,big
8,28.5342,4756.7587,1.36936,50.0486,19.60904,-7,0.5701298338015449,down,/home/pi/arducam/album/IMG_1588320280.png,big
9,19.60904,3850.98992,1.2454,28.5342,16.8237,-8,0.6872118370236419,down,/home/pi/arducam/album/IMG_1588320282.png,big
10,16.8237,3516.76656,1.19568,19.60904,16.8237,-9,0.8579563303455956,down,/home/pi/arducam/album/IMG_1588320284.png,big
1,1331.92003,22887.31739,4.41917,1331.92003,1346.94016,3,0,up,/home/pi/arducam/album/IMG_1588320326.png,big
2,1346.94016,23148.22884,4.45337,1331.92003,1375.45777,2,1.0112770509202418,up,/home/pi/arducam/album/IMG_1588320328.png,small
3,1375.45777,23538.4661,4.48472,1346.94016,1394.60603,1,1.021172143237603,up,/home/pi/arducam/album/IMG_1588320330.png,small
4,1394.60603,23464.77143,4.38058,1375.45777,778.66022,0,1.013921372518765,up,/home/pi/arducam/album/IMG_1588320332.png,small
5,778.66022,18305.16635,3.74503,1394.60603,246.60125,-1,0.5583370523645306,down,/home/pi/arducam/album/IMG_1588320334.png,small
6,246.60125,12335.091,2.80919,778.66022,105.97919,-2,0.316699432776982,down,/home/pi/arducam/album/IMG_1588320336.png,small
7,105.97919,8656.14368,2.08381,246.60125,63.61218,-3,0.429759338202868,down,/home/pi/arducam/album/IMG_1588320338.png,big
8,63.61218,6701.93674,1.74604,105.97919,45.30694,-4,0.6002327438056472,down,/home/pi/arducam/album/IMG_1588320339.png,big
9,45.30694,5744.65893,1.54918,63.61218,37.52776,-5,0.7122368703603618,down,/home/pi/arducam/album/IMG_1588320341.png,big
10,37.52776,5228.7324,1.46671,45.30694,37.52776,-6,0.8283004767040105,down,/home/pi/arducam/album/IMG_1588320343.png,big
1,2704.48166,43896.62282,9.138,2704.48166,2725.17586,3,0,up,/home/pi/arducam/album/IMG_1588320806.png,big
2,2725.17586,44367.92475,9.09786,2704.48166,2717.69644,2,1.0076518174650886,up,/home/pi/arducam/album/IMG_1588320807.png,small
3,2717.69644,44323.5997,9.01972,2725.17586,2872.36195,1,0.9972554358381849,down,/home/pi/arducam/album/IMG_1588320809.png,small
4,2872.36195,44653.6987,9.18852,2717.69644,1581.93292,0,1.0569105172025761,up,/home/pi/arducam/album/IMG_1588320811.png,small
5,1581.93292,40501.41373,8.2884,2872.36195,709.29455,-1,0.5507428894885619,down,/home/pi/arducam/album/IMG_1588320813.png,small
6,709.29455,30937.33234,6.11099,1581.93292,380.91121,-2,0.44837207762260867,down,/home/pi/arducam/album/IMG_1588320815.png,small
7,380.91121,24081.16716,4.61234,709.29455,245.03775,-3,0.5370282487014739,down,/home/pi/arducam/album/IMG_1588320817.png,big
8,245.03775,19775.38508,3.79515,380.91121,178.32156,-4,0.6432936169035298,down,/home/pi/arducam/album/IMG_1588320819.png,big
9,178.32156,16876.40628,3.27264,245.03775,154.2917,-5,0.7277309720645084,down,/home/pi/arducam/album/IMG_1588320820.png,big
10,154.2917,15781.80906,3.07128,178.32156,154.2917,-6,0.8652442250953838,down,/home/pi/arducam/album/IMG_1588320822.png,big
1,1730.00313,31475.48418,5.07165,1730.00313,1740.00098,1,0,up,/home/pi/arducam/album/IMG_1588320916.png,small
2,1740.00098,31677.20764,5.03601,1730.00313,1729.68075,0,1.005779093590426,up,/home/pi/arducam/album/IMG_1588320918.png,small
3,1729.68075,31467.36257,5.01004,1740.00098,1704.17804,-1,0.9940688366738736,down,/home/pi/arducam/album/IMG_1588320920.png,small
4,1704.17804,31459.56131,5.00222,1729.68075,714.98897,-2,0.9852558282792937,down,/home/pi/arducam/album/IMG_1588320922.png,small
5,714.98897,24608.50803,4.33566,1704.17804,217.33214,-3,0.41955062981565,down,/home/pi/arducam/album/IMG_1588320923.png,big
6,217.33214,15170.29468,3.02006,714.98897,95.69922,-4,0.3039657241145972,down,/home/pi/arducam/album/IMG_1588320925.png,big
7,95.69922,9911.92069,2.25275,217.33214,55.5929,-5,0.44033625215304095,down,/home/pi/arducam/album/IMG_1588320927.png,big
8,55.5929,7268.13431,1.86485,95.69922,36.91723,-6,0.5809127806893306,down,/home/pi/arducam/album/IMG_1588320929.png,big
9,36.91723,5738.58355,1.63071,55.5929,30.73397,-7,0.6640637563429863,down,/home/pi/arducam/album/IMG_1588320931.png,big
10,30.73397,5130.74093,1.54948,36.91723,30.73397,-8,0.8325101856233524,down,/home/pi/arducam/album/IMG_1588320932.png,big
1,1311.8774,24930.4876,3.83979,1311.8774,1303.31274,2,0,up,/home/pi/arducam/album/IMG_1588321274.png,small
2,1303.31274,24853.63709,3.89163,1311.8774,1315.25976,1,0.9934714478654789,down,/home/pi/arducam/album/IMG_1588321275.png,small
3,1315.25976,25008.37063,3.88128,1303.31274,1298.0601,0,1.0091666563468105,up,/home/pi/arducam/album/IMG_1588321277.png,small
4,1298.0601,24817.77432,3.82145,1315.25976,520.21298,-1,0.9869229938274703,down,/home/pi/arducam/album/IMG_1588321279.png,small
5,520.21298,18571.35686,3.05318,1298.0601,161.81388,-2,0.400761859947779,down,/home/pi/arducam/album/IMG_1588321281.png,small
6,161.81388,11011.33012,2.08549,520.21298,66.08082,-3,0.3110531382742507,down,/home/pi/arducam/album/IMG_1588321283.png,big
7,66.08082,7499.85696,1.63911,161.81388,40.10906,-4,0.4083754743412617,down,/home/pi/arducam/album/IMG_1588321285.png,big
8,40.10906,5847.21315,1.41276,66.08082,30.10228,-5,0.6069697682322949,down,/home/pi/arducam/album/IMG_1588321286.png,big
9,30.10228,5037.44424,1.29609,40.10906,26.70294,-6,0.7505107324878718,down,/home/pi/arducam/album/IMG_1588321288.png,big
10,26.70294,4703.67398,1.2454,30.10228,26.70294,-7,0.8870736701671768,down,/home/pi/arducam/album/IMG_1588321290.png,big
1,1390.97995,26438.7927,3.90322,1390.97995,1381.45241,0,0,up,/home/pi/arducam/album/IMG_1588321357.png,small
2,1381.45241,26229.67038,3.89848,1390.97995,1384.71054,-1,0.9931504835853314,down,/home/pi/arducam/album/IMG_1588321358.png,small
3,1384.71054,26253.17546,3.88793,1381.45241,1381.70423,-2,1.0023584815346624,up,/home/pi/arducam/album/IMG_1588321360.png,small
4,1381.70423,26401.00232,3.78692,1384.71054,574.44501,-3,0.9978289253146004,down,/home/pi/arducam/album/IMG_1588321362.png,big
5,574.44501,20729.68762,3.35605,1381.70423,201.60088,-4,0.41575106851920113,down,/home/pi/arducam/album/IMG_1588321364.png,big
6,201.60088,14305.48545,2.37389,574.44501,105.46465,-5,0.3509489620251031,down,/home/pi/arducam/album/IMG_1588321366.png,big
7,105.46465,10294.91367,1.84729,201.60088,63.32128,-6,0.5231358613117165,down,/home/pi/arducam/album/IMG_1588321368.png,big
8,63.32128,7839.93873,1.54955,105.46465,42.56902,-7,0.6004028838098832,down,/home/pi/arducam/album/IMG_1588321369.png,big
9,42.56902,6470.11677,1.37933,63.32128,36.62317,-8,0.6722703647178326,down,/home/pi/arducam/album/IMG_1588321371.png,big
10,36.62317,6005.16111,1.3233,42.56902,36.62317,-9,0.860324480103136,down,/home/pi/arducam/album/IMG_1588321373.png,big
1,963.69053,22792.26377,6.11546,963.69053,959.38243,3,0,up,/home/pi/arducam/album/IMG_1588322303.png,big
2,959.38243,22755.62735,6.07763,963.69053,955.07467,2,0.9955295814725916,down,/home/pi/arducam/album/IMG_1588322305.png,small
3,955.07467,22705.37127,6.09913,959.38243,1079.12973,1,0.9955098614845386,down,/home/pi/arducam/album/IMG_1588322306.png,small
4,1079.12973,23343.32364,6.36966,955.07467,858.74954,0,1.1298904304518935,up,/home/pi/arducam/album/IMG_1588322308.png,small
5,858.74954,22485.39196,5.81017,1079.12973,364.31018,-1,0.7957797066715973,down,/home/pi/arducam/album/IMG_1588322310.png,small
6,364.31018,17280.12517,4.05442,858.74954,181.44523,-2,0.4242333335049006,down,/home/pi/arducam/album/IMG_1588322312.png,small
7,181.44523,12851.58529,3.04078,364.31018,111.75599,-3,0.4980514955689682,down,/home/pi/arducam/album/IMG_1588322314.png,big
8,111.75599,10300.22081,2.50739,181.44523,79.86636,-4,0.6159213444189191,down,/home/pi/arducam/album/IMG_1588322316.png,big
9,79.86636,8680.70697,2.20885,111.75599,70.44283,-5,0.714649478743824,down,/home/pi/arducam/album/IMG_1588322317.png,big
10,70.44283,8095.18607,2.08932,79.86636,70.44283,-6,0.8820087706513732,down,/home/pi/arducam/album/IMG_1588322319.png,big
1,798.46049,18700.65288,5.78665,798.46049,766.55126,3,0,up,/home/pi/arducam/album/IMG_1588322450.png,big
2,766.55126,18098.09161,5.73663,798.46049,769.60598,2,0.9600365573505082,down,/home/pi/arducam/album/IMG_1588322452.png,small
3,769.60598,18209.62886,5.77066,766.55126,849.15383,1,1.003985017257685,up,/home/pi/arducam/album/IMG_1588322454.png,small
4,849.15383,18374.4273,6.07411,769.60598,658.18147,0,1.1033617878073139,up,/home/pi/arducam/album/IMG_1588322456.png,small
5,658.18147,17609.19188,5.64684,849.15383,312.85321,-1,0.7751027514060674,down,/home/pi/arducam/album/IMG_1588322458.png,small
6,312.85321,13925.28856,4.06376,658.18147,178.80662,-2,0.47532971415922726,down,/home/pi/arducam/album/IMG_1588322459.png,small
7,178.80662,10985.0297,3.0867,312.85321,116.62426,-3,0.5715351937734633,down,/home/pi/arducam/album/IMG_1588322461.png,big
8,116.62426,8971.49301,2.56719,178.80662,91.37537,-4,0.652236813156023,down,/home/pi/arducam/album/IMG_1588322463.png,big
9,91.37537,7787.57999,2.29451,116.62426,81.04779,-5,0.7835022490174857,down,/home/pi/arducam/album/IMG_1588322465.png,big
10,81.04779,7338.10374,2.1725,91.37537,81.04779,-6,0.8869763263338907,down,/home/pi/arducam/album/IMG_1588322467.png,big
1,957.27436,25235.39284,7.44723,957.27436,936.03818,3,0,up,/home/pi/arducam/album/IMG_1588322560.png,big
2,936.03818,24671.27896,7.32098,957.27436,933.18777,2,0.9778159941523974,down,/home/pi/arducam/album/IMG_1588322562.png,small
3,933.18777,24623.95535,7.35935,936.03818,1077.04306,1,0.9969548143858833,down,/home/pi/arducam/album/IMG_1588322564.png,small
4,1077.04306,25485.23455,7.72816,933.18777,984.999,0,1.154154709935815,up,/home/pi/arducam/album/IMG_1588322566.png,small
5,984.999,25398.38031,7.62167,1077.04306,339.01707,-1,0.914540037052929,down,/home/pi/arducam/album/IMG_1588322567.png,small
6,339.01707,19212.46201,5.3272,984.999,162.79451,-2,0.3441801159188994,down,/home/pi/arducam/album/IMG_1588322569.png,small
7,162.79451,14300.5043,3.81924,339.01707,101.6707,-3,0.4801956137488888,down,/home/pi/arducam/album/IMG_1588322571.png,big
8,101.6707,11162.43883,3.09772,162.79451,69.7826,-4,0.6245339600211334,down,/home/pi/arducam/album/IMG_1588322573.png,big
9,69.7826,9144.92707,2.61512,101.6707,59.81388,-5,0.6863590001839271,down,/home/pi/arducam/album/IMG_1588322575.png,big
10,59.81388,8380.22242,2.43567,69.7826,59.81388,-6,0.8571460507347103,down,/home/pi/arducam/album/IMG_1588322577.png,big
1,724.94979,19847.58177,6.01871,724.94979,721.1422,4,0,up,/home/pi/arducam/album/IMG_1588322998.png,big
2,721.1422,19743.18275,5.99009,724.94979,711.14467,3,0.994747787981289,down,/home/pi/arducam/album/IMG_1588323000.png,big
3,711.14467,19529.42851,5.94964,721.1422,846.04184,2,0.9861365345142747,down,/home/pi/arducam/album/IMG_1588323002.png,small
4,846.04184,20097.5305,6.37389,711.14467,935.10705,1,1.1896901934173252,up,/home/pi/arducam/album/IMG_1588323004.png,small
5,935.10705,20094.54202,7.07132,846.04184,314.0768,0,1.105272819604288,up,/home/pi/arducam/album/IMG_1588323006.png,small
6,314.0768,15172.68688,4.72978,935.10705,150.34682,-1,0.33587256132867355,down,/home/pi/arducam/album/IMG_1588323008.png,small
7,150.34682,11354.78914,3.39139,314.0768,96.57382,-2,0.47869444670857575,down,/home/pi/arducam/album/IMG_1588323009.png,small
8,96.57382,9045.32609,2.73307,150.34682,67.40193,-3,0.6423402902701899,down,/home/pi/arducam/album/IMG_1588323011.png,big
9,67.40193,7337.72538,2.33647,96.57382,55.72776,-4,0.6979316961884701,down,/home/pi/arducam/album/IMG_1588323013.png,big
10,55.72776,6588.68295,2.17401,67.40193,55.72776,-5,0.826797689621054,down,/home/pi/arducam/album/IMG_1588323015.png,big
1,788.73257,18100.99308,5.67448,788.73257,781.73489,3,0,up,/home/pi/arducam/album/IMG_1588323082.png,big
2,781.73489,17996.42442,5.6679,788.73257,790.01275,2,0.9911279434041882,down,/home/pi/arducam/album/IMG_1588323084.png,small
3,790.01275,18244.84403,5.67327,781.73489,884.53166,1,1.0105890885847504,up,/home/pi/arducam/album/IMG_1588323086.png,small
4,884.53166,18320.62228,5.94114,790.01275,681.57518,0,1.119642258938226,up,/home/pi/arducam/album/IMG_1588323088.png,small
5,681.57518,17304.39196,5.80519,884.53166,256.59556,-1,0.7705492192331477,down,/home/pi/arducam/album/IMG_1588323089.png,small
6,256.59556,13497.50252,3.85955,681.57518,138.27994,-2,0.3764743311222101,down,/home/pi/arducam/album/IMG_1588323091.png,small
7,138.27994,10406.67515,2.79972,256.59556,91.40529,-3,0.5389023099230557,down,/home/pi/arducam/album/IMG_1588323093.png,big
8,91.40529,8317.04337,2.30425,138.27994,66.57054,-4,0.6610162688818059,down,/home/pi/arducam/album/IMG_1588323095.png,big
9,66.57054,6988.67284,2.00118,91.40529,58.40227,-5,0.7283007362046551,down,/home/pi/arducam/album/IMG_1588323097.png,big
10,58.40227,6513.88592,1.90681,66.57054,58.40227,-6,0.8772990274677058,down,/home/pi/arducam/album/IMG_1588323098.png,big
1,427.42629,13865.67038,4.88861,427.42629,413.66157,4,0,up,/home/pi/arducam/album/IMG_1588323250.png,big
2,413.66157,13519.46664,4.78853,427.42629,412.52004,3,0.9677962719607163,down,/home/pi/arducam/album/IMG_1588323252.png,big
3,412.52004,13570.04024,4.80422,413.66157,534.14084,2,0.9972404253070934,down,/home/pi/arducam/album/IMG_1588323254.png,small
4,534.14084,14618.37221,5.26236,412.52004,804.21087,1,1.2948239799453138,up,/home/pi/arducam/album/IMG_1588323256.png,small
5,804.21087,15518.32021,6.44182,534.14084,292.02284,0,1.5056157660590042,up,/home/pi/arducam/album/IMG_1588323258.png,small
6,292.02284,11982.59893,4.5904,804.21087,101.90326,-1,0.36311725057881894,down,/home/pi/arducam/album/IMG_1588323259.png,small
7,101.90326,8231.00363,3.04891,292.02284,57.74877,-2,0.3489564720348587,down,/home/pi/arducam/album/IMG_1588323261.png,small
8,57.74877,6423.13941,2.37282,101.90326,40.50407,-3,0.5667018896157002,down,/home/pi/arducam/album/IMG_1588323263.png,big
9,40.50407,5231.88454,2.05617,57.74877,34.94607,-4,0.7013841160599611,down,/home/pi/arducam/album/IMG_1588323265.png,big
10,34.94607,4742.42358,1.94343,40.50407,34.94607,-5,0.8627792219399186,down,/home/pi/arducam/album/IMG_1588323267.png,big
1,515.98295,15644.60693,6.02953,515.98295,503.67809,4,0,up,/home/pi/arducam/album/IMG_1588323430.png,big
2,503.67809,15093.88914,6.00484,515.98295,520.15128,3,0.9761525841115487,down,/home/pi/arducam/album/IMG_1588323431.png,big
3,520.15128,15814.89274,6.09718,503.67809,706.75243,2,1.0327057903193686,up,/home/pi/arducam/album/IMG_1588323433.png,small
4,706.75243,16823.90402,6.91891,520.15128,1237.43319,1,1.3587439984767506,up,/home/pi/arducam/album/IMG_1588323435.png,small
5,1237.43319,19183.16951,8.40755,706.75243,396.95324,0,1.7508722113626125,up,/home/pi/arducam/album/IMG_1588323437.png,small
6,396.95324,14539.88397,5.91541,1237.43319,126.15758,-1,0.32078761359229424,down,/home/pi/arducam/album/IMG_1588323439.png,small
7,126.15758,9863.43318,3.73838,396.95324,68.22113,-2,0.3178147128865858,down,/home/pi/arducam/album/IMG_1588323441.png,small
8,68.22113,7520.34114,2.93362,126.15758,48.1278,-3,0.5407612447860842,down,/home/pi/arducam/album/IMG_1588323442.png,big
9,48.1278,6386.69635,2.48532,68.22113,40.01708,-4,0.7054676461676903,down,/home/pi/arducam/album/IMG_1588323444.png,big
10,40.01708,5753.35182,2.27244,48.1278,40.01708,-5,0.8314753635113178,down,/home/pi/arducam/album/IMG_1588323446.png,big
1,1641.8066,18755.14764,11.83607,1641.8066,1602.24103,0,0,up,/home/pi/arducam/album/IMG_1588415033.png,small
2,1602.24103,18367.02855,11.60118,1641.8066,1591.36148,-1,0.9759011993251824,down,/home/pi/arducam/album/IMG_1588415035.png,small
3,1591.36148,18188.19252,11.54532,1602.24103,1407.01226,-2,0.993209791912519,down,/home/pi/arducam/album/IMG_1588415037.png,small
4,1407.01226,17453.94313,10.5647,1591.36148,355.25796,-3,0.8841562886139483,down,/home/pi/arducam/album/IMG_1588415038.png,big
5,355.25796,11505.10263,5.50873,1407.01226,100.27607,-4,0.25249101951677383,down,/home/pi/arducam/album/IMG_1588415040.png,big
6,100.27607,6406.07384,3.03222,355.25796,44.56397,-5,0.28226269722429304,down,/home/pi/arducam/album/IMG_1588415042.png,big
7,44.56397,4108.72171,2.17079,100.27607,28.83211,-6,0.4444128095566569,down,/home/pi/arducam/album/IMG_1588415044.png,big
8,28.83211,3056.35263,1.85021,44.56397,25.87384,-7,0.6469825287109744,down,/home/pi/arducam/album/IMG_1588415046.png,big
9,25.87384,2381.51623,1.72161,28.83211,24.60319,-8,0.8973966872351694,down,/home/pi/arducam/album/IMG_1588415048.png,big
10,24.60319,2068.93863,1.66736,25.87384,24.60319,-9,0.9508905520015584,down,/home/pi/arducam/album/IMG_1588415050.png,big
1,1587.90405,30978.06476,4.35528,1587.90405,1589.59308,1,0,up,/home/pi/arducam/album/IMG_1589701746.png,small
2,1589.59308,31050.15143,4.33815,1587.90405,1577.98961,0,1.0010636851766956,up,/home/pi/arducam/album/IMG_1589701748.png,small
3,1577.98961,30920.86917,4.33945,1589.59308,1237.57568,-1,0.9927003519668065,down,/home/pi/arducam/album/IMG_1589701750.png,small
4,1237.57568,29163.16931,3.95637,1577.98961,347.84704,-2,0.7842736556421306,down,/home/pi/arducam/album/IMG_1589701751.png,small
5,347.84704,18621.6126,2.62203,1237.57568,119.02449,-3,0.2810713280984966,down,/home/pi/arducam/album/IMG_1589701753.png,big
6,119.02449,11045.12723,1.82425,347.84704,58.22338,-4,0.3421747961402805,down,/home/pi/arducam/album/IMG_1589701755.png,big
7,58.22338,7458.36012,1.47567,119.02449,34.87626,-5,0.4891714301821415,down,/home/pi/arducam/album/IMG_1589701757.png,big
8,34.87626,5489.92774,1.25919,58.22338,25.85842,-6,0.5990078212566842,down,/home/pi/arducam/album/IMG_1589701759.png,big
9,25.85842,4587.89785,1.14185,34.87626,22.11487,-7,0.7414332844175379,down,/home/pi/arducam/album/IMG_1589701760.png,big
10,22.11487,4132.88754,1.08446,25.85842,22.11487,-8,0.8552289737733396,down,/home/pi/arducam/album/IMG_1589701762.png,big
1,1461.72237,27119.08684,4.38682,1461.72237,1457.61118,3,0,up,/home/pi/arducam/album/IMG_1589702199.png,big
2,1457.61118,27093.13807,4.39317,1461.72237,1461.12325,2,0.9971874344373618,down,/home/pi/arducam/album/IMG_1589702201.png,small
3,1461.12325,27189.14791,4.38209,1457.61118,1467.85147,1,1.002409469718804,up,/home/pi/arducam/album/IMG_1589702202.png,small
4,1467.85147,27294.83855,4.36774,1461.12325,627.65481,0,1.0046048271424057,up,/home/pi/arducam/album/IMG_1589702204.png,small
5,627.65481,21370.97984,3.44796,1467.85147,213.13379,-1,0.42760103649996684,down,/home/pi/arducam/album/IMG_1589702206.png,small
6,213.13379,13349.40399,2.41377,627.65481,94.5454,-2,0.3395716667892659,down,/home/pi/arducam/album/IMG_1589702208.png,small
7,94.5454,8683.23008,1.87201,213.13379,51.53867,-3,0.4435964846306163,down,/home/pi/arducam/album/IMG_1589702210.png,big
8,51.53867,6298.40285,1.57747,94.5454,35.92712,-4,0.5451208625697285,down,/home/pi/arducam/album/IMG_1589702212.png,big
9,35.92712,5113.67012,1.40406,51.53867,29.40366,-5,0.6970905535591042,down,/home/pi/arducam/album/IMG_1589702213.png,big
10,29.40366,4568.54905,1.32112,35.92712,29.40366,-6,0.8184251896617374,down,/home/pi/arducam/album/IMG_1589702215.png,big
1,1995.717,31678.93705,4.90453,1995.717,1994.43417,2,0,up,/home/pi/arducam/album/IMG_1589702422.png,small
2,1994.43417,31692.18614,4.91017,1995.717,2000.2602,1,0.9993572084619211,down,/home/pi/arducam/album/IMG_1589702424.png,small
3,2000.2602,31784.13864,4.89378,1994.43417,1991.55507,0,1.0029211442962793,up,/home/pi/arducam/album/IMG_1589702426.png,small
4,1991.55507,31821.25524,4.7884,2000.2602,761.66956,-1,0.9956480011950445,down,/home/pi/arducam/album/IMG_1589702428.png,small
5,761.66956,23835.7458,3.67361,1991.55507,218.59863,-2,0.38244966030489935,down,/home/pi/arducam/album/IMG_1589702429.png,small
6,218.59863,13862.22874,2.51535,761.66956,95.44985,-3,0.2869992992761848,down,/home/pi/arducam/album/IMG_1589702431.png,big
7,95.44985,8846.96154,1.94061,218.59863,53.25767,-4,0.43664431931709724,down,/home/pi/arducam/album/IMG_1589702433.png,big
8,53.25767,6416.39791,1.61123,95.44985,36.76553,-5,0.5579649417992799,down,/home/pi/arducam/album/IMG_1589702435.png,big
9,36.76553,5163.51041,1.43036,53.25767,29.81405,-6,0.6903330543750787,down,/home/pi/arducam/album/IMG_1589702437.png,big
10,29.81405,4616.25464,1.35763,36.76553,29.81405,-7,0.8109239823280122,down,/home/pi/arducam/album/IMG_1589702438.png,big
1,2108.53591,33810.10545,4.68979,2108.53591,2103.71067,0,0,up,/home/pi/arducam/album/IMG_1589702503.png,small
2,2103.71067,33806.36734,4.71127,2108.53591,2104.29104,-1,0.9977115684977829,down,/home/pi/arducam/album/IMG_1589702505.png,small
3,2104.29104,33841.32489,4.69992,2103.71067,2106.74988,-2,1.0002758791920754,up,/home/pi/arducam/album/IMG_1589702506.png,small
4,2106.74988,34336.26153,4.69146,2104.29104,765.05638,-3,1.001168488556602,up,/home/pi/arducam/album/IMG_1589702508.png,big
5,765.05638,25808.03859,3.39679,2106.74988,212.56231,-4,0.36314532981010544,down,/home/pi/arducam/album/IMG_1589702510.png,big
6,212.56231,14788.03401,2.22752,765.05638,86.79214,-5,0.277838752223725,down,/home/pi/arducam/album/IMG_1589702512.png,big
7,86.79214,9255.76375,1.67564,212.56231,50.0078,-6,0.40831387276512005,down,/home/pi/arducam/album/IMG_1589702514.png,big
8,50.0078,6839.19764,1.40059,86.79214,33.58669,-7,0.5761789028361324,down,/home/pi/arducam/album/IMG_1589702515.png,big
9,33.58669,5377.28659,1.21824,50.0078,28.48565,-8,0.6716290258719638,down,/home/pi/arducam/album/IMG_1589702517.png,big
10,28.48565,4932.96783,1.16373,33.58669,28.48565,-9,0.8481231702201081,down,/home/pi/arducam/album/IMG_1589702519.png,big
1,1141.34463,21526.08065,3.63622,1141.34463,1142.03332,1,0,up,/home/pi/arducam/album/IMG_1589702640.png,small
2,1142.03332,21553.01651,3.62373,1141.34463,1141.03083,0,1.000603402322049,up,/home/pi/arducam/album/IMG_1589702642.png,small
3,1141.03083,21510.89002,3.63015,1142.03332,1126.18504,-1,0.9991221884839576,down,/home/pi/arducam/album/IMG_1589702644.png,small
4,1126.18504,21751.07081,3.62958,1141.03083,389.60232,-2,0.9869891420900522,down,/home/pi/arducam/album/IMG_1589702646.png,small
5,389.60232,16377.09816,2.43368,1126.18504,113.05787,-3,0.3459487616706398,down,/home/pi/arducam/album/IMG_1589702647.png,big
6,113.05787,10065.21923,1.6308,389.60232,47.83785,-4,0.2901878767046356,down,/home/pi/arducam/album/IMG_1589702649.png,big
7,47.83785,6671.48071,1.2696,113.05787,28.9457,-5,0.42312711180566204,down,/home/pi/arducam/album/IMG_1589702651.png,big
8,28.9457,4946.53251,1.10212,47.83785,21.33294,-6,0.6050794506860153,down,/home/pi/arducam/album/IMG_1589702653.png,big
9,21.33294,3964.29122,1.01188,28.9457,18.55561,-7,0.7369985870094695,down,/home/pi/arducam/album/IMG_1589702655.png,big
10,18.55561,3498.54374,0.96787,21.33294,18.55561,-8,0.8698102558765928,down,/home/pi/arducam/album/IMG_1589702656.png,big
1,1123.52033,19856.30452,3.85988,1123.52033,1121.49624,2,0,up,/home/pi/arducam/album/IMG_1589702689.png,small
2,1121.49624,19839.59288,3.86536,1123.52033,1125.51427,1,0.9981984393642436,down,/home/pi/arducam/album/IMG_1589702691.png,small
3,1125.51427,19902.45673,3.86835,1121.49624,1081.4236,0,1.003582740500316,up,/home/pi/arducam/album/IMG_1589702693.png,small
