STEP,LAPV,TENG,LAPM,prevF,nextF,MV_STEP,ratio,trend,IMG_PATH,due
5,711.6414,15949.02391,4.22676,749.86574,317.06184,-1,0.9490250881444457,down,/home/pi/arducam/album/IMG_1586422343.png,small
6,317.06184,13123.52712,2.82704,711.6414,158.7602,-2,0.44553596797488176,down,/home/pi/arducam/album/IMG_1586422344.png,small
7,158.7602,10354.46752,1.91112,317.06184,107.8106,-3,0.5007231396878287,down,/home/pi/arducam/album/IMG_1586422346.png,big
8,107.8106,8685.40116,1.50493,158.7602,87.03152,-4,0.6790782576489574,down,/home/pi/arducam/album/IMG_1586422348.png,big
9,87.03152,7718.63895,1.28508,107.8106,79.95416,-5,0.8072631077092606,down,/home/pi/arducam/album/IMG_1586422350.png,big
10,79.95416,7299.53517,1.21915,87.03152,79.95416,-6,0.9186804964454257,down,/home/pi/arducam/album/IMG_1586422352.png,big
1,1200.18216,23589.41714,7.70369,1200.18216,1213.30186,2,0,up,/home/pi/arducam/album/IMG_1586422368.png,small
2,1213.30186,23693.02509,7.73949,1200.18216,1213.4725,1,1.0109314239431788,up,/home/pi/arducam/album/IMG_1586422369.png,small
3,1213.4725,23693.35903,7.79397,1213.30186,1065.9893,0,1.0001406410108034,up,/home/pi/arducam/album/IMG_1586422371.png,small
4,1065.9893,22915.70909,7.26545,1213.4725,394.53676,-1,0.8784618522463425,down,/home/pi/arducam/album/IMG_1586422373.png,small
5,394.53676,18080.51592,4.66654,1065.9893,153.08857,-2,0.3701132459772345,down,/home/pi/arducam/album/IMG_1586422375.png,small
6,153.08857,13116.1374,3.06413,394.53676,81.80118,-3,0.3880210553764369,down,/home/pi/arducam/album/IMG_1586422377.png,big
7,81.80118,9965.97797,2.27268,153.08857,54.05474,-4,0.5343389124348081,down,/home/pi/arducam/album/IMG_1586422378.png,big
8,54.05474,7927.32528,1.83926,81.80118,39.67986,-5,0.6608063600060538,down,/home/pi/arducam/album/IMG_1586422380.png,big
9,39.67986,6578.67046,1.58075,54.05474,34.50486,-6,0.7340680946758785,down,/home/pi/arducam/album/IMG_1586422382.png,big
10,34.50486,6047.68922,1.47491,39.67986,34.50486,-7,0.8695811930788063,down,/home/pi/arducam/album/IMG_1586422384.png,big
1,503.40077,13442.93604,3.93943,503.40077,502.41681,4,0,up,/home/pi/arducam/album/IMG_1586422506.png,big
2,502.41681,13440.47319,3.91958,503.40077,502.01069,3,0.9980453744637696,down,/home/pi/arducam/album/IMG_1586422508.png,big
3,502.01069,13424.86894,3.92091,502.41681,537.15252,2,0.9991916671737158,down,/home/pi/arducam/album/IMG_1586422509.png,small
4,537.15252,13837.87535,4.124,502.01069,683.82844,1,1.0700021547349918,up,/home/pi/arducam/album/IMG_1586422511.png,small
5,683.82844,14521.47487,4.84609,537.15252,431.17498,0,1.2730619601300577,up,/home/pi/arducam/album/IMG_1586422513.png,small
6,431.17498,13033.54891,4.07052,683.82844,190.15228,-1,0.6305309267336118,down,/home/pi/arducam/album/IMG_1586422515.png,small
7,190.15228,10470.79823,2.43991,431.17498,101.93916,-2,0.4410095409524922,down,/home/pi/arducam/album/IMG_1586422517.png,small
8,101.93916,8523.66878,1.67193,190.15228,70.52006,-3,0.5360922309214489,down,/home/pi/arducam/album/IMG_1586422518.png,big
9,70.52006,7395.81162,1.35836,101.93916,61.69868,-4,0.6917857671183478,down,/home/pi/arducam/album/IMG_1586422520.png,big
10,61.69868,6872.40418,1.30587,70.52006,61.69868,-5,0.874909635641263,down,/home/pi/arducam/album/IMG_1586422522.png,big
1,1621.85493,29980.91734,10.37052,1621.85493,1607.70755,3,0,up,/home/pi/arducam/album/IMG_1586422613.png,big
2,1607.70755,29846.32396,10.46337,1621.85493,1599.86753,2,0.9912770373365022,down,/home/pi/arducam/album/IMG_1586422615.png,small
3,1599.86753,29804.46198,10.53014,1607.70755,1720.78053,1,0.9951234787695062,down,/home/pi/arducam/album/IMG_1586422617.png,small
4,1720.78053,30632.22043,10.18951,1599.86753,828.80176,0,1.0755768822934983,up,/home/pi/arducam/album/IMG_1586422619.png,small
5,828.80176,26303.79273,7.45653,1720.78053,276.79138,-1,0.48164292049492213,down,/home/pi/arducam/album/IMG_1586422621.png,small
6,276.79138,19053.36285,4.51076,828.80176,135.81804,-2,0.3339657242040606,down,/home/pi/arducam/album/IMG_1586422623.png,small
7,135.81804,14315.4599,3.19329,276.79138,84.82903,-3,0.4906873906261098,down,/home/pi/arducam/album/IMG_1586422624.png,big
8,84.82903,11356.83023,2.62213,135.81804,68.0199,-4,0.6245785169628424,down,/home/pi/arducam/album/IMG_1586422626.png,big
9,68.0199,9503.82392,2.30424,84.82903,57.88582,-5,0.8018469620600401,down,/home/pi/arducam/album/IMG_1586422628.png,big
10,57.88582,8469.22476,2.14504,68.0199,57.88582,-6,0.8510130123684392,down,/home/pi/arducam/album/IMG_1586422630.png,big
1,657.77402,12132.26051,4.41355,657.77402,660.54816,1,0,up,/home/pi/arducam/album/IMG_1588003824.png,small
2,660.54816,12131.22964,4.45154,657.77402,645.14968,0,1.0042174666612709,up,/home/pi/arducam/album/IMG_1588003826.png,small
3,645.14968,11954.81591,4.32072,660.54816,576.84,-1,0.9766883310976143,down,/home/pi/arducam/album/IMG_1588003828.png,small
4,576.84,11697.34315,4.28633,645.14968,212.98558,-2,0.8941180905491576,down,/home/pi/arducam/album/IMG_1588003829.png,small
5,212.98558,8621.30068,3.10942,576.84,124.87193,-3,0.36922817419041676,down,/home/pi/arducam/album/IMG_1588003831.png,big
6,124.87193,6081.17583,2.57592,212.98558,69.49248,-4,0.5862928842412712,down,/home/pi/arducam/album/IMG_1588003833.png,big
7,69.49248,4601.63797,1.93213,124.87193,36.61616,-5,0.5565100179039436,down,/home/pi/arducam/album/IMG_1588003835.png,big
8,36.61616,3736.67889,1.44408,69.49248,23.56995,-6,0.5269082352507782,down,/home/pi/arducam/album/IMG_1588003837.png,big
9,23.56995,3202.75608,1.18087,36.61616,20.29731,-7,0.6437034904807057,down,/home/pi/arducam/album/IMG_1588003838.png,big
10,20.29731,3009.54295,1.10898,23.56995,20.29731,-8,0.8611520177174751,down,/home/pi/arducam/album/IMG_1588003840.png,big
1,873.99845,12272.65108,7.01718,873.99845,878.44582,1,0,up,/home/pi/arducam/album/IMG_1588004005.png,small
2,878.44582,12324.22049,7.02956,873.99845,874.5014,0,1.0050885330517463,up,/home/pi/arducam/album/IMG_1588004007.png,small
3,874.5014,12278.09302,7.01536,878.44582,824.12981,-1,0.9955097742966094,down,/home/pi/arducam/album/IMG_1588004009.png,small
4,824.12981,12110.87158,6.87212,874.5014,236.49712,-2,0.9423996462441341,down,/home/pi/arducam/album/IMG_1588004011.png,small
5,236.49712,8349.70686,3.71803,824.12981,90.8177,-3,0.28696586039036737,down,/home/pi/arducam/album/IMG_1588004012.png,big
6,90.8177,5588.72632,2.40181,236.49712,67.2434,-4,0.38401186449966074,down,/home/pi/arducam/album/IMG_1588004014.png,big
7,67.2434,4138.45126,2.17952,90.8177,76.23265,-5,0.7404217459812349,down,/home/pi/arducam/album/IMG_1588004016.png,big
8,76.23265,3393.77896,2.20149,67.2434,72.45658,-6,1.1336822647278397,up,/home/pi/arducam/album/IMG_1588004018.png,big
9,72.45658,2941.28759,2.14986,76.23265,65.03972,-7,0.9504664995903985,down,/home/pi/arducam/album/IMG_1588004020.png,big
10,65.03972,2710.69195,2.022,72.45658,65.03972,-8,0.8976371780175106,down,/home/pi/arducam/album/IMG_1588004021.png,big
1,210.79232,6248.69523,2.59157,210.79232,213.65108,7,0,up,/home/pi/arducam/album/IMG_1588004136.png,big
2,213.65108,6348.94603,2.67134,210.79232,214.31576,6,1.0135619741743913,up,/home/pi/arducam/album/IMG_1588004138.png,big
3,214.31576,6370.17552,2.66147,213.65108,243.55609,5,1.0031110537798358,up,/home/pi/arducam/album/IMG_1588004140.png,big
4,243.55609,6672.24109,2.73461,214.31576,151.12168,4,1.1364357432229901,up,/home/pi/arducam/album/IMG_1588004142.png,big
5,151.12168,7030.55245,2.50013,243.55609,150.22805,3,0.6204799888190026,down,/home/pi/arducam/album/IMG_1588004144.png,big
6,150.22805,8133.5034,2.91313,151.12168,219.73192,2,0.9940866856429865,down,/home/pi/arducam/album/IMG_1588004145.png,small
7,219.73192,9065.15203,3.51438,150.22805,280.83591,1,1.4626557423863253,up,/home/pi/arducam/album/IMG_1588004147.png,small
8,280.83591,9390.77626,3.87699,219.73192,233.89838,0,1.2780842674109434,up,/home/pi/arducam/album/IMG_1588004149.png,small
9,233.89838,8885.40722,3.5572,280.83591,186.19221,-1,0.8328649281354368,down,/home/pi/arducam/album/IMG_1588004151.png,small
10,186.19221,8489.19148,3.27798,233.89838,186.19221,-2,0.796038903732467,down,/home/pi/arducam/album/IMG_1588004152.png,small
1,833.43652,13479.43183,6.73131,833.43652,830.34002,3,0,up,/home/pi/arducam/album/IMG_1588004183.png,big
2,830.34002,13474.17639,6.71778,833.43652,814.67715,2,0.9962846600482542,down,/home/pi/arducam/album/IMG_1588004184.png,small
3,814.67715,13248.04452,6.67868,830.34002,862.95299,1,0.9811367998377339,down,/home/pi/arducam/album/IMG_1588004186.png,small
4,862.95299,13764.99592,6.79739,814.67715,448.01301,0,1.0592576335300432,up,/home/pi/arducam/album/IMG_1588004188.png,small
5,448.01301,11529.36734,5.34109,862.95299,157.23411,-1,0.5191627066498721,down,/home/pi/arducam/album/IMG_1588004190.png,small
6,157.23411,7754.1496,3.13338,448.01301,72.31682,-2,0.35095880362938564,down,/home/pi/arducam/album/IMG_1588004192.png,small
7,72.31682,5564.45707,2.13964,157.23411,42.7386,-3,0.4599308636020518,down,/home/pi/arducam/album/IMG_1588004193.png,big
8,42.7386,4138.14171,1.69687,72.31682,30.55406,-4,0.5909911414799488,down,/home/pi/arducam/album/IMG_1588004195.png,big
9,30.55406,3515.33239,1.47961,42.7386,26.66936,-5,0.714905495266574,down,/home/pi/arducam/album/IMG_1588004197.png,big
10,26.66936,3206.3835,1.39867,30.55406,26.66936,-6,0.8728581406202646,down,/home/pi/arducam/album/IMG_1588004199.png,big
1,886.82266,14700.00604,6.50576,886.82266,886.52991,3,0,up,/home/pi/arducam/album/IMG_1588004344.png,big
2,886.52991,14709.3403,6.50681,886.82266,885.50998,2,0.9996698889042821,down,/home/pi/arducam/album/IMG_1588004346.png,small
3,885.50998,14704.76917,6.50859,886.52991,890.99364,1,0.9988495255619746,down,/home/pi/arducam/album/IMG_1588004348.png,small
4,890.99364,14882.35984,6.43522,885.50998,343.9889,0,1.0061926574785751,up,/home/pi/arducam/album/IMG_1588004350.png,small
5,343.9889,11211.91976,4.33489,890.99364,136.67306,-1,0.38607335064703713,down,/home/pi/arducam/album/IMG_1588004352.png,small
6,136.67306,6643.04666,2.48642,343.9889,50.94858,-2,0.39731822741954753,down,/home/pi/arducam/album/IMG_1588004353.png,small
7,50.94858,4056.01356,1.63852,136.67306,26.81166,-3,0.3727770491126781,down,/home/pi/arducam/album/IMG_1588004355.png,big
8,26.81166,2807.80297,1.24488,50.94858,20.27416,-4,0.5262494067548105,down,/home/pi/arducam/album/IMG_1588004357.png,big
9,20.27416,2161.29951,1.03154,26.81166,18.77855,-5,0.7561695172921035,down,/home/pi/arducam/album/IMG_1588004359.png,big
10,18.77855,1908.85481,0.95092,20.27416,18.77855,-6,0.9262307291646116,down,/home/pi/arducam/album/IMG_1588004360.png,big
1,996.84817,17486.13583,6.36621,996.84817,990.88627,3,0,up,/home/pi/arducam/album/IMG_1588004455.png,big
2,990.88627,17471.55319,6.39908,996.84817,986.21512,2,0.9940192496917559,down,/home/pi/arducam/album/IMG_1588004457.png,small
3,986.21512,17479.42838,6.37825,990.88627,1073.32314,1,0.9952858868455207,down,/home/pi/arducam/album/IMG_1588004458.png,small
4,1073.32314,18136.54148,6.55888,986.21512,629.13609,0,1.0883255774865832,up,/home/pi/arducam/album/IMG_1588004460.png,small
5,629.13609,16235.82267,5.9415,1073.32314,268.20869,-1,0.5861572033190303,down,/home/pi/arducam/album/IMG_1588004462.png,small
6,268.20869,11935.77535,4.1895,629.13609,129.47387,-2,0.42631267584728766,down,/home/pi/arducam/album/IMG_1588004464.png,small
7,129.47387,9001.72636,3.15541,268.20869,85.18418,-3,0.4827355519315948,down,/home/pi/arducam/album/IMG_1588004466.png,big
8,85.18418,7096.97898,2.46581,129.47387,56.78226,-4,0.6579256493993729,down,/home/pi/arducam/album/IMG_1588004467.png,big
9,56.78226,5741.84764,2.08388,85.18418,47.37701,-5,0.6665822221919611,down,/home/pi/arducam/album/IMG_1588004469.png,big
10,47.37701,5244.79761,1.93261,56.78226,47.37701,-6,0.8343628802375953,down,/home/pi/arducam/album/IMG_1588004471.png,big
1,670.27194,15095.94689,5.43641,670.27194,650.28494,3,0,up,/home/pi/arducam/album/IMG_1588004528.png,big
2,650.28494,14798.55197,5.36964,670.27194,647.97884,2,0.9701807597674461,down,/home/pi/arducam/album/IMG_1588004529.png,small
3,647.97884,14764.90452,5.33985,650.28494,674.51047,1,0.9964537084312609,down,/home/pi/arducam/album/IMG_1588004531.png,small
4,674.51047,15002.25983,5.3864,647.97884,534.4752,0,1.0409452104948367,up,/home/pi/arducam/album/IMG_1588004533.png,small
5,534.4752,13702.52204,5.15929,674.51047,403.99507,-1,0.7923897756546313,down,/home/pi/arducam/album/IMG_1588004535.png,small
6,403.99507,12755.23072,4.65145,534.4752,253.96541,-2,0.7558724333701545,down,/home/pi/arducam/album/IMG_1588004537.png,small
7,253.96541,10742.70745,3.53951,403.99507,145.77408,-3,0.628634923688549,down,/home/pi/arducam/album/IMG_1588004538.png,big
8,145.77408,9114.76639,2.86055,253.96541,103.37154,-4,0.5739918676326827,down,/home/pi/arducam/album/IMG_1588004540.png,big
9,103.37154,8159.01524,2.49495,145.77408,89.05885,-5,0.7091215393024604,down,/home/pi/arducam/album/IMG_1588004542.png,big
10,89.05885,7795.18422,2.35512,103.37154,89.05885,-6,0.8615412907653307,down,/home/pi/arducam/album/IMG_1588004544.png,big
1,1072.36777,20601.50751,9.81629,1072.36777,1037.76357,0,0,up,/home/pi/arducam/album/IMG_1588005303.png,small
2,1037.76357,20393.59993,9.52378,1072.36777,1008.17936,-1,0.9677310331697119,down,/home/pi/arducam/album/IMG_1588005305.png,small
3,1008.17936,20175.05403,9.33548,1037.76357,1026.49616,-2,0.9714923409770493,down,/home/pi/arducam/album/IMG_1588005307.png,small
4,1026.49616,20049.6134,9.02208,1008.17936,746.69527,-3,1.0181681957861148,up,/home/pi/arducam/album/IMG_1588005309.png,big
5,746.69527,18001.20453,6.6032,1026.49616,377.85775,-4,0.7274213962963096,down,/home/pi/arducam/album/IMG_1588005311.png,big
6,377.85775,14668.45318,4.53907,746.69527,197.14459,-5,0.506040101204873,down,/home/pi/arducam/album/IMG_1588005312.png,big
7,197.14459,11512.89544,3.45823,377.85775,124.95301,-6,0.5217428781069066,down,/home/pi/arducam/album/IMG_1588005314.png,big
8,124.95301,9340.08733,2.74424,197.14459,92.25468,-7,0.6338140448084323,down,/home/pi/arducam/album/IMG_1588005316.png,big
9,92.25468,8088.80858,2.37317,124.95301,80.38683,-8,0.7383149873700521,down,/home/pi/arducam/album/IMG_1588005318.png,big
10,80.38683,7617.58065,2.22806,92.25468,80.38683,-9,0.8713577457533863,down,/home/pi/arducam/album/IMG_1588005320.png,big
1,863.44366,18867.75056,8.21764,863.44366,856.67873,3,0,up,/home/pi/arducam/album/IMG_1588005370.png,big
2,856.67873,18814.29204,8.19802,863.44366,855.1043,2,0.9921651749692619,down,/home/pi/arducam/album/IMG_1588005372.png,small
3,855.1043,18793.06824,8.20455,856.67873,865.82322,1,0.9981621698486666,down,/home/pi/arducam/album/IMG_1588005373.png,small
4,865.82322,18844.80221,8.06453,855.1043,615.33723,0,1.0125352193878572,up,/home/pi/arducam/album/IMG_1588005375.png,small
5,615.33723,16792.61557,6.13322,865.82322,334.6409,-1,0.7106961511150047,down,/home/pi/arducam/album/IMG_1588005377.png,small
6,334.6409,12913.2042,4.34423,615.33723,170.11586,-2,0.5438333383468443,down,/home/pi/arducam/album/IMG_1588005379.png,small
7,170.11586,9979.00701,3.14933,334.6409,115.7286,-3,0.5083534618751026,down,/home/pi/arducam/album/IMG_1588005381.png,big
8,115.7286,8395.46895,2.46289,170.11586,87.31898,-4,0.6802928310152857,down,/home/pi/arducam/album/IMG_1588005382.png,big
9,87.31898,7452.94065,2.14652,115.7286,77.80689,-5,0.7545151328193722,down,/home/pi/arducam/album/IMG_1588005384.png,big
10,77.80689,7065.23993,2.01582,87.31898,77.80689,-6,0.8910650353451219,down,/home/pi/arducam/album/IMG_1588005386.png,big
1,569.32608,11224.4096,7.92939,569.32608,579.06734,3,0,up,/home/pi/arducam/album/IMG_1588006627.png,big
2,579.06734,11433.64388,7.98203,569.32608,563.21613,2,1.017110159436223,up,/home/pi/arducam/album/IMG_1588006628.png,small
3,563.21613,11115.86627,7.92132,579.06734,622.05212,1,0.9726263097483621,down,/home/pi/arducam/album/IMG_1588006630.png,small
4,622.05212,11814.96036,8.44592,563.21613,569.36892,0,1.1044643199405526,up,/home/pi/arducam/album/IMG_1588006632.png,small
5,569.36892,11391.73183,9.02325,622.05212,394.02158,-1,0.9153074182915735,down,/home/pi/arducam/album/IMG_1588006634.png,small
6,394.02158,8769.27523,7.00114,569.36892,147.94958,-2,0.6920321186481341,down,/home/pi/arducam/album/IMG_1588006636.png,small
7,147.94958,6004.47017,4.15893,394.02158,63.80132,-3,0.37548598226523533,down,/home/pi/arducam/album/IMG_1588006637.png,big
8,63.80132,4317.58271,2.70693,147.94958,37.85923,-4,0.4312369119263468,down,/home/pi/arducam/album/IMG_1588006639.png,big
9,37.85923,3400.81725,2.19803,63.80132,31.10794,-5,0.593392581846269,down,/home/pi/arducam/album/IMG_1588006641.png,big
10,31.10794,3092.52567,1.97534,37.85923,31.10794,-6,0.8216738692255495,down,/home/pi/arducam/album/IMG_1588006643.png,big
1,758.93525,14965.58197,8.81672,758.93525,768.7407,3,0,up,/home/pi/arducam/album/IMG_1588006820.png,big
2,768.7407,15100.51542,8.88824,758.93525,760.13491,2,1.0129200086568648,up,/home/pi/arducam/album/IMG_1588006822.png,small
3,760.13491,15021.34241,8.79774,768.7407,801.03154,1,0.9888053409946944,down,/home/pi/arducam/album/IMG_1588006824.png,small
4,801.03154,15627.34668,8.95677,760.13491,646.953,0,1.053801804734899,up,/home/pi/arducam/album/IMG_1588006826.png,small
5,646.953,15018.13189,8.14979,801.03154,402.81074,-1,0.8076498460971961,down,/home/pi/arducam/album/IMG_1588006828.png,small
6,402.81074,12395.94541,6.27701,646.953,169.25746,-2,0.622627516991188,down,/home/pi/arducam/album/IMG_1588006830.png,small
7,169.25746,9581.28692,4.46711,402.81074,92.11441,-3,0.42019103065623326,down,/home/pi/arducam/album/IMG_1588006832.png,big
8,92.11441,7475.29861,3.32676,169.25746,64.09661,-4,0.5442265882992691,down,/home/pi/arducam/album/IMG_1588006833.png,big
9,64.09661,6165.95485,2.72188,92.11441,54.73025,-5,0.6958369488552333,down,/home/pi/arducam/album/IMG_1588006835.png,big
10,54.73025,5704.64327,2.53971,64.09661,54.73025,-6,0.8538712109735601,down,/home/pi/arducam/album/IMG_1588006837.png,big
1,809.62767,15799.40473,7.22601,809.62767,811.11516,1,0,up,/home/pi/arducam/album/IMG_1588007199.png,small
2,811.11516,15788.62853,7.29169,809.62767,810.68772,0,1.0018372519308782,up,/home/pi/arducam/album/IMG_1588007201.png,small
3,810.68772,15718.88222,7.27449,811.11516,777.00461,-1,0.999473021808642,down,/home/pi/arducam/album/IMG_1588007203.png,small
4,777.00461,16359.23438,7.28685,810.68772,549.17618,-2,0.9584511900587318,down,/home/pi/arducam/album/IMG_1588007205.png,small
5,549.17618,15246.21997,6.47259,777.00461,674.69556,-3,0.7067862570339191,down,/home/pi/arducam/album/IMG_1588007206.png,big
6,674.69556,12814.897,6.43369,549.17618,315.44456,-4,1.2285594032865736,up,/home/pi/arducam/album/IMG_1588007208.png,big
7,315.44456,8888.23411,5.02372,674.69556,115.76209,-5,0.4675361432643784,down,/home/pi/arducam/album/IMG_1588007210.png,big
8,115.76209,5866.60279,3.54804,315.44456,53.30108,-6,0.36698077785839767,down,/home/pi/arducam/album/IMG_1588007212.png,big
9,53.30108,4188.21557,2.60333,115.76209,43.17972,-7,0.4604364002066652,down,/home/pi/arducam/album/IMG_1588007214.png,big
10,43.17972,3794.22766,2.33906,53.30108,43.17972,-8,0.8101096638191947,down,/home/pi/arducam/album/IMG_1588007215.png,big
1,435.50557,9656.74059,3.18493,435.50557,419.59211,0,0,up,/home/pi/arducam/album/IMG_1588319615.png,small
2,419.59211,9358.14092,3.1201,435.50557,413.60599,-1,0.9634598014441009,down,/home/pi/arducam/album/IMG_1588319617.png,small
3,413.60599,9249.81326,3.112,419.59211,318.90501,-2,0.9857334781628759,down,/home/pi/arducam/album/IMG_1588319619.png,small
4,318.90501,8701.11324,2.91027,413.60599,88.64962,-3,0.7710357628041121,down,/home/pi/arducam/album/IMG_1588319621.png,big
5,88.64962,5812.71748,1.96993,318.90501,33.00696,-4,0.2779812709747018,down,/home/pi/arducam/album/IMG_1588319623.png,big
6,33.00696,3976.58358,1.42633,88.64962,17.906,-5,0.37233053001242417,down,/home/pi/arducam/album/IMG_1588319624.png,big
7,17.906,2917.23176,1.20502,33.00696,11.77311,-6,0.5424916441865594,down,/home/pi/arducam/album/IMG_1588319626.png,big
8,11.77311,2226.42986,1.07901,17.906,9.71161,-7,0.6574952529878254,down,/home/pi/arducam/album/IMG_1588319628.png,big
9,9.71161,1935.36465,1.03843,11.77311,8.76452,-8,0.8248975844105763,down,/home/pi/arducam/album/IMG_1588319630.png,big
10,8.76452,1781.65678,1.01209,9.71161,8.76452,-9,0.902478579761749,down,/home/pi/arducam/album/IMG_1588319632.png,big
1,364.96303,8215.47699,3.00561,364.96303,365.38191,2,0,up,/home/pi/arducam/album/IMG_1588319787.png,small
2,365.38191,8219.20119,3.00057,364.96303,366.68264,1,1.0011477326895275,up,/home/pi/arducam/album/IMG_1588319789.png,small
3,366.68264,8267.25669,2.99211,365.38191,363.7837,0,1.0035599189899687,up,/home/pi/arducam/album/IMG_1588319790.png,small
4,363.7837,8391.67989,3.07209,366.68264,220.11936,-1,0.9920941444078182,down,/home/pi/arducam/album/IMG_1588319792.png,small
5,220.11936,7433.14747,2.74103,363.7837,85.02818,-2,0.6050830754648985,down,/home/pi/arducam/album/IMG_1588319794.png,small
6,85.02818,5298.26656,2.00454,220.11936,34.41641,-3,0.3862821516471791,down,/home/pi/arducam/album/IMG_1588319796.png,big
7,34.41641,3776.48949,1.49896,85.02818,19.93238,-4,0.4047647497570805,down,/home/pi/arducam/album/IMG_1588319798.png,big
8,19.93238,2879.07616,1.26307,34.41641,14.06599,-5,0.5791533747999864,down,/home/pi/arducam/album/IMG_1588319799.png,big
9,14.06599,2357.76814,1.13504,19.93238,11.9604,-6,0.705685422413179,down,/home/pi/arducam/album/IMG_1588319801.png,big
10,11.9604,2161.08153,1.0778,14.06599,11.9604,-7,0.8503063062038293,down,/home/pi/arducam/album/IMG_1588319803.png,big
1,366.13168,8618.36748,3.12792,366.13168,374.50169,2,0,up,/home/pi/arducam/album/IMG_1588319930.png,small
2,374.50169,8775.22595,3.15507,366.13168,389.25659,1,1.0228606549425059,up,/home/pi/arducam/album/IMG_1588319932.png,small
3,389.25659,9002.59342,3.16424,374.50169,381.30563,0,1.0393987541151017,up,/home/pi/arducam/album/IMG_1588319934.png,small
4,381.30563,8976.28302,3.16041,389.25659,209.73425,-1,0.9795739874307587,down,/home/pi/arducam/album/IMG_1588319936.png,small
5,209.73425,8010.0177,2.75406,381.30563,79.83405,-2,0.5500423636545834,down,/home/pi/arducam/album/IMG_1588319938.png,small
6,79.83405,5667.85508,1.98283,209.73425,32.79628,-3,0.3806438385719071,down,/home/pi/arducam/album/IMG_1588319939.png,big
7,32.79628,3867.04263,1.45824,79.83405,18.66951,-4,0.41080566500133714,down,/home/pi/arducam/album/IMG_1588319941.png,big
8,18.66951,2806.81436,1.2025,32.79628,12.92814,-5,0.569256940116379,down,/home/pi/arducam/album/IMG_1588319943.png,big
9,12.92814,2239.82689,1.06635,18.66951,11.48924,-6,0.6924734500262729,down,/home/pi/arducam/album/IMG_1588319945.png,big
10,11.48924,2097.27049,1.04619,12.92814,11.48924,-7,0.8887001533089833,down,/home/pi/arducam/album/IMG_1588319947.png,big
1,980.77986,18833.92858,3.56651,980.77986,1042.94328,2,0,up,/home/pi/arducam/album/IMG_1588320136.png,small
2,1042.94328,19685.99906,3.56913,980.77986,1075.43758,1,1.0633816236805678,up,/home/pi/arducam/album/IMG_1588320138.png,small
3,1075.43758,20055.55408,3.52519,1042.94328,1026.87842,0,1.0311563443795333,up,/home/pi/arducam/album/IMG_1588320140.png,small
4,1026.87842,19941.35421,3.52536,1075.43758,420.94987,-1,0.9548470679255973,down,/home/pi/arducam/album/IMG_1588320142.png,small
5,420.94987,14843.21815,2.74896,1026.87842,124.50439,-2,0.40993155742819093,down,/home/pi/arducam/album/IMG_1588320144.png,small
6,124.50439,8904.97877,1.98374,420.94987,53.62998,-3,0.2957701115337083,down,/home/pi/arducam/album/IMG_1588320146.png,big
7,53.62998,6271.151,1.59006,124.50439,29.66368,-4,0.43074770295248227,down,/home/pi/arducam/album/IMG_1588320147.png,big
8,29.66368,4656.36365,1.39072,53.62998,21.96516,-5,0.5531174913732952,down,/home/pi/arducam/album/IMG_1588320149.png,big
9,21.96516,3963.74563,1.30439,29.66368,18.70168,-6,0.7404731982006278,down,/home/pi/arducam/album/IMG_1588320151.png,big
10,18.70168,3573.38753,1.25927,21.96516,18.70168,-7,0.8514247107692363,down,/home/pi/arducam/album/IMG_1588320153.png,big
1,860.75528,16436.87356,3.81329,860.75528,853.14098,0,0,up,/home/pi/arducam/album/IMG_1588320170.png,small
2,853.14098,16327.41615,3.84043,860.75528,851.85481,-1,0.9911539316958939,down,/home/pi/arducam/album/IMG_1588320172.png,small
3,851.85481,16318.88609,3.80513,853.14098,800.2277,-2,0.998492429703705,down,/home/pi/arducam/album/IMG_1588320174.png,small
4,800.2277,16237.98482,3.74594,851.85481,261.99704,-3,0.9393944726331944,down,/home/pi/arducam/album/IMG_1588320176.png,big
5,261.99704,11387.95472,2.66555,800.2277,74.48185,-4,0.327403112888994,down,/home/pi/arducam/album/IMG_1588320178.png,big
6,74.48185,6883.715,1.84493,261.99704,35.07332,-5,0.2842850819993996,down,/home/pi/arducam/album/IMG_1588320180.png,big
7,35.07332,4850.1773,1.49513,74.48185,21.12018,-6,0.470897540810278,down,/home/pi/arducam/album/IMG_1588320181.png,big
8,21.12018,3656.11314,1.31574,35.07332,15.64129,-7,0.6021722494477284,down,/home/pi/arducam/album/IMG_1588320183.png,big
9,15.64129,3063.06403,1.2153,21.12018,13.8846,-8,0.7405850707711771,down,/home/pi/arducam/album/IMG_1588320185.png,big
10,13.8846,2827.36237,1.18295,15.64129,13.8846,-9,0.8876889310280675,down,/home/pi/arducam/album/IMG_1588320187.png,big
1,891.00377,17131.1034,3.49852,891.00377,895.83512,2,0,up,/home/pi/arducam/album/IMG_1588320211.png,small
2,895.83512,17202.66427,3.52731,891.00377,899.17684,1,1.0054223676292637,up,/home/pi/arducam/album/IMG_1588320213.png,small
3,899.17684,17239.41256,3.51606,895.83512,841.85724,0,1.003730284653274,up,/home/pi/arducam/album/IMG_1588320215.png,small
4,841.85724,17245.47699,3.41968,899.17684,325.16585,-1,0.9362532513626575,down,/home/pi/arducam/album/IMG_1588320217.png,small
5,325.16585,12450.21668,2.64932,841.85724,115.51226,-2,0.38624820759396206,down,/home/pi/arducam/album/IMG_1588320219.png,small
